t,T1Tx,T1Ty,T1Tz,T1Rx,T1Ry,T1Rz,T1Error,T2Tx,T2Ty,T2Tz,T2Rx,T2Ry,T2Rz,T2Error,T3Tx,T3Ty,T3Tz,T3Rx,T3Ry,T3Rz,T3Error,T4Tx,T4Ty,T4Tz,T4Rx,T4Ry,T4Rz,T4Error,T5Tx,T5Ty,T5Tz,T5Rx,T5Ry,T5Rz,T5Error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¶ZÂ÷,³t²v,±×²v
8.007352,0.3249765,-0.08367181,-6.947659,0.001132876,0.7240397,-0.007160439,0,-0.6254216,-0.07040924,-6.86381,0.002355665,0.7221627,0.02275498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.107555,0.3251917,-0.08365005,-6.947489,0.000974298,0.7240682,-0.007117793,0,-0.6255278,-0.07016158,-6.863855,0.002438635,0.7221699,0.02271145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.207483,0.3250597,-0.08380377,-6.947593,0.001079053,0.7240211,-0.007123191,0,-0.6254642,-0.07025892,-6.86374,0.002528489,0.7220857,0.02262833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.316016,0.3251293,-0.08361399,-6.947558,0.001045585,0.7240542,-0.007067581,0,-0.6254068,-0.07038051,-6.86379,0.002384454,0.7220628,0.02276539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.40747,0.3251244,-0.08333492,-6.947471,0.001060605,0.7239934,-0.007120902,0,-0.6251655,-0.07024175,-6.863685,0.002264261,0.7221681,0.02275126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.501967,0.3251369,-0.08321595,-6.947403,0.001156926,0.7240273,-0.007115121,0,-0.6249756,-0.07080132,-6.863635,0.002174854,0.7220926,0.02274319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.607789,0.3253254,-0.08337116,-6.946981,0.001001596,0.7240278,-0.007109908,0,-0.6250499,-0.07096583,-6.863449,0.002050042,0.7221578,0.02273375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.707127,0.3254744,-0.08327276,-6.946932,0.001067787,0.7240388,-0.007178186,0,-0.6248857,-0.07045025,-6.863199,0.00195995,0.7222788,0.02270435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.806412,0.3248791,-0.08339459,-6.947314,0.000909925,0.7238702,-0.007471303,0,-0.6248437,-0.07061607,-6.863301,0.001992226,0.722278,0.02278134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.908298,0.3250402,-0.08370626,-6.947324,0.000987917,0.7239058,-0.007397046,0,-0.6249675,-0.07087362,-6.863417,0.002140075,0.7223138,0.02280521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.007701,0.3250878,-0.08374548,-6.947162,0.000899404,0.7239354,-0.007410839,0,-0.6251556,-0.07108831,-6.863594,0.002177417,0.7222989,0.02294273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.106791,0.3248657,-0.08320856,-6.947197,0.000967056,0.7239136,-0.007413572,0,-0.6252801,-0.07078654,-6.863425,0.002195179,0.7223189,0.02293784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.206861,0.3248858,-0.08336037,-6.947234,0.000891775,0.723979,-0.007390289,0,-0.6251171,-0.0708251,-6.863312,0.002221525,0.722272,0.02266759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.30061,0.3246593,-0.08346957,-6.947385,0.000990629,0.7238712,-0.007454736,0,-0.6247452,-0.07104242,-6.863213,0.002170146,0.7222788,0.02269057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.40627,0.3250282,-0.08363622,-6.947665,0.000916183,0.7238728,-0.007247524,0,-0.6247791,-0.07057726,-6.863222,0.00197044,0.722211,0.02276518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.506876,0.3250868,-0.08362019,-6.947719,0.000993311,0.7238564,-0.007281418,0,-0.6248316,-0.07059944,-6.863164,0.001962811,0.722176,0.02268204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.609114,0.3252114,-0.08350813,-6.947869,0.001106083,0.7239103,-0.007146873,0,-0.6250861,-0.0703727,-6.863212,0.002026439,0.722205,0.02272423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.720895,0.3251481,-0.08400309,-6.947863,0.001120955,0.7239363,-0.007067675,0,-0.625297,-0.070696,-6.863334,0.002005816,0.7221887,0.02276205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.806759,0.3249505,-0.08357733,-6.947926,0.001064718,0.7239115,-0.007056048,0,-0.6255807,-0.07063729,-6.863377,0.002024293,0.7221783,0.02270257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.906635,0.3248203,-0.08359629,-6.947954,0.000987768,0.723787,-0.007206286,0,-0.6256033,-0.07050765,-6.863568,0.002025366,0.7222571,0.02266057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.00798,0.3249812,-0.08364803,-6.947866,0.001086891,0.7238107,-0.007151322,0,-0.6257132,-0.07041562,-6.863906,0.001982749,0.7222632,0.02268334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.10697,0.3251307,-0.08363485,-6.947762,0.001019478,0.7238981,-0.007163658,0,-0.6259264,-0.07037365,-6.86435,0.002005488,0.7222645,0.02263249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.20634,0.3249649,-0.08331001,-6.947573,0.001052946,0.7238833,-0.007181947,0,-0.6261157,-0.07028282,-6.864959,0.00201574,0.7222984,0.02264271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.30716,0.3249639,-0.08350194,-6.947705,0.001009494,0.7239645,-0.00728851,0,-0.6255019,-0.07081997,-6.863544,0.002257943,0.7224374,0.02279377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.4072,0.3250018,-0.08370364,-6.947706,0.001050681,0.7240143,-0.007201234,0,-0.6252434,-0.07108444,-6.863493,0.002322018,0.7223849,0.0226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.50455,0.3250347,-0.08329707,-6.94738,0.001065105,0.7239599,-0.007137199,0,-0.6251078,-0.07044828,-6.862951,0.00219956,0.7223359,0.02271884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.60931,0.3250725,-0.08347303,-6.947604,0.001024425,0.7239646,-0.007178793,0,-0.6250817,-0.07052636,-6.862728,0.001883119,0.7223626,0.02255505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.70163,0.3252538,-0.08370119,-6.947572,0.001062185,0.7239475,-0.007218662,0,-0.6251497,-0.07070965,-6.862878,0.002041072,0.7222953,0.02268955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.80803,0.3251168,-0.08344167,-6.947401,0.000977159,0.7239466,-0.007175887,0,-0.6252707,-0.07044363,-6.862949,0.002011925,0.7222356,0.02274344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.90661,0.3252879,-0.08340025,-6.947511,0.000963688,0.7239308,-0.007128824,0,-0.6254894,-0.0702548,-6.862757,0.00200659,0.7222295,0.02268684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.00262,0.3251072,-0.08307326,-6.947502,0.000929236,0.7239209,-0.007170944,0,-0.6249091,-0.07062078,-6.862946,0.001970261,0.722266,0.02257876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11641,0.3249375,-0.08348411,-6.947464,0.00090012,0.7239066,-0.007172443,0,-0.6249473,-0.07075495,-6.86293,0.001950055,0.7223151,0.02265602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.20616,0.324851,-0.08329695,-6.947478,0.000863344,0.7239221,-0.007262693,0,-0.6250711,-0.07042289,-6.863184,0.001938343,0.7221985,0.0227305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.30478,0.3247229,-0.08334422,-6.947646,0.000961065,0.7239336,-0.007215669,0,-0.625349,-0.07073379,-6.86326,0.001994193,0.7222164,0.02280397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.40628,0.324474,-0.08354783,-6.947389,0.001032233,0.7239586,-0.007168692,0,-0.62536,-0.0706048,-6.863092,0.002122998,0.7221686,0.0226853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.50604,0.3252285,-0.0838809,-6.947621,0.000999481,0.7239972,-0.007103909,0,-0.6251228,-0.07053447,-6.863463,0.002293408,0.7221351,0.02273498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.60449,0.3249152,-0.08347893,-6.947557,0.000872374,0.7239971,-0.007200147,0,-0.624977,-0.07070416,-6.863425,0.00209561,0.7221325,0.02266268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.70765,0.324918,-0.08378637,-6.947707,0.000950158,0.7240268,-0.007110504,0,-0.6248156,-0.0705868,-6.863429,0.002121508,0.722142,0.02269722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.80621,0.3249317,-0.08336061,-6.94779,0.001455456,0.7242077,-0.007101489,0,-0.6247543,-0.07034576,-6.863214,0.002102554,0.7221671,0.02263337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.90421,0.3252326,-0.08348185,-6.947544,0.001106381,0.7242042,-0.007047444,0,-0.6245398,-0.07030505,-6.863165,0.002006054,0.7221523,0.02267415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.00872,0.3249217,-0.08360106,-6.947493,0.001126826,0.7240908,-0.00713072,0,-0.6246337,-0.07010454,-6.863241,0.00201264,0.7221527,0.02258705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10196,0.3249442,-0.08327329,-6.947582,0.00110054,0.7240281,-0.007105044,0,-0.625051,-0.07038099,-6.863411,0.00206542,0.7221181,0.02261215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.20563,0.3251792,-0.0836615,-6.947608,0.001097918,0.7240005,-0.007135556,0,-0.6247817,-0.07032692,-6.863561,0.002096415,0.7221403,0.02271378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.30585,0.3249287,-0.083579,-6.947724,0.001056522,0.7239805,-0.007100378,0,-0.6246827,-0.07017952,-6.863503,0.002059877,0.7221868,0.02267631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.40071,0.3248216,-0.08340234,-6.947754,0.001036197,0.7240019,-0.007158466,0,-0.6247604,-0.07034904,-6.863392,0.00209707,0.7221271,0.02282451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.51667,0.3245766,-0.08327079,-6.947895,0.00107491,0.7240086,-0.007158816,0,-0.6249769,-0.07065982,-6.863103,0.00199309,0.7222041,0.02280868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.60607,0.3245567,-0.08346415,-6.94778,0.001034439,0.7241141,-0.007187953,0,-0.6249779,-0.07064062,-6.86315,0.002002835,0.7221606,0.02270431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.70287,0.3243941,-0.0834254,-6.947713,0.000999063,0.7241339,-0.007186744,0,-0.6245379,-0.07076722,-6.863384,0.001992255,0.722145,0.02278256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.80633,0.3246275,-0.08354783,-6.947704,0.001163483,0.724122,-0.007185397,0,-0.6248528,-0.07086998,-6.863129,0.001924425,0.7221665,0.02279503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.9055,0.3244421,-0.08343214,-6.947286,0.00113523,0.7241571,-0.007232227,0,-0.6247528,-0.07089877,-6.863245,0.001899868,0.722237,0.022871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0037,0.3249579,-0.08344704,-6.947307,0.001129001,0.724293,-0.007213577,0,-0.6247934,-0.07092053,-6.863127,0.001910418,0.7221977,0.02268637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1056,0.324912,-0.08344638,-6.947448,0.0011186,0.7241433,-0.007248196,0,-0.6243796,-0.07058442,-6.863255,0.001841843,0.7222397,0.02285401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2053,0.3249832,-0.08353597,-6.947546,0.001247466,0.7241126,-0.007254147,0,-0.6244059,-0.07078427,-6.863363,0.001806647,0.7221709,0.02286875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3091,0.32483,-0.08328938,-6.947286,0.001140952,0.7241455,-0.007272394,0,-0.6245912,-0.07070613,-6.863384,0.001892358,0.7221849,0.0229754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.4055,0.3248529,-0.08320779,-6.946954,0.001181483,0.7241365,-0.007385769,0,-0.6245613,-0.07053953,-6.863321,0.001826048,0.7221196,0.02305498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.51645,0.3251478,-0.083583,-6.947149,0.001201779,0.7241845,-0.007290183,0,-0.6243221,-0.07057673,-6.863359,0.001882076,0.7221389,0.02285623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.60754,0.3258956,-0.08343309,-6.946233,0.000969082,0.724331,-0.007268367,0,-0.6244564,-0.07068825,-6.863534,0.001805425,0.7221956,0.02285184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.71684,0.3266266,-0.08366036,-6.945508,0.001045644,0.7246922,-0.007196316,0,-0.6245962,-0.0709945,-6.86335,0.001875311,0.7221773,0.02294865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.80521,0.3292601,-0.0836907,-6.943265,0.000876337,0.7256656,-0.007302462,0,-0.6250346,-0.07085484,-6.863627,0.002191126,0.7221063,0.02283646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.91471,0.338066,-0.08386022,-6.93895,0.000654519,0.7290772,-0.007086971,0,-0.6251835,-0.07029891,-6.863498,0.002261996,0.7221933,0.0227854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.00696,0.3465899,-0.08439445,-6.934707,0.00027734,0.7332083,-0.00682487,0,-0.6252607,-0.07045549,-6.863444,0.002239555,0.7221899,0.02266312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10885,0.360056,-0.08468896,-6.930726,0.000665605,0.7387415,-0.006654968,0,-0.6253642,-0.07051587,-6.863528,0.002399474,0.722155,0.02268871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.20598,0.3729554,-0.08607471,-6.92519,0.000367671,0.7449279,-0.006390128,0,-0.6256317,-0.07009989,-6.863956,0.002462476,0.722022,0.02265101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3055,0.3873903,-0.08746552,-6.921876,-3.58E-05,0.7506423,-0.005731637,0,-0.6255803,-0.07029879,-6.863922,0.002559841,0.7220233,0.02265593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.40311,0.4040611,-0.08781803,-6.912934,-0.000470758,0.7571013,-0.005882766,0,-0.6256092,-0.07036942,-6.86401,0.002519488,0.7220666,0.02259331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.50498,0.423908,-0.08826077,-6.903507,-0.000623226,0.7636025,-0.005142744,0,-0.6253486,-0.07049042,-6.864068,0.002535611,0.722032,0.02261654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.60532,0.4435933,-0.08989567,-6.888317,-0.00109905,0.769941,-0.005112002,0,-0.625,-0.07066226,-6.864033,0.002551466,0.7220237,0.02268228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7056,0.4626637,-0.09085482,-6.871222,-0.001122534,0.7757746,-0.004700812,0,-0.6245104,-0.07073396,-6.864293,0.002560139,0.7219852,0.02271444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.80492,0.4811299,-0.0919233,-6.849417,-0.001408964,0.7808087,-0.004793704,0,-0.6240286,-0.07107943,-6.864092,0.002528012,0.7220657,0.02270008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.90499,0.4948072,-0.0911271,-6.837742,-0.003676325,0.7849615,-0.005905291,0,-0.6247107,-0.07143652,-6.863976,0.002403587,0.722001,0.02280618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.00382,0.5074608,-0.09218258,-6.819432,-0.005302757,0.7884675,-0.005475054,0,-0.6242542,-0.0710544,-6.864248,0.002399534,0.7219839,0.02271288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10459,0.521222,-0.09282333,-6.802298,-0.004945338,0.7922095,-0.005541646,0,-0.6238772,-0.0712868,-6.864339,0.002398014,0.7219812,0.02278168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.20624,0.5328124,-0.09306657,-6.786833,-0.005157679,0.7955261,-0.00539752,0,-0.6236478,-0.07167572,-6.864319,0.002411246,0.7219487,0.02274245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.31937,0.5424691,-0.09311259,-6.77558,-0.004805803,0.7989483,-0.005614498,0,-0.6255143,-0.07105792,-6.864394,0.002164543,0.7219977,0.02288295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.40182,0.5574344,-0.09397775,-6.759699,-0.001766264,0.8022231,-0.003615298,0,-0.6255739,-0.07041144,-6.863611,0.002245337,0.7221783,0.02313281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.50742,0.5694219,-0.09489733,-6.747078,0.000665218,0.8052789,-0.002262044,0,-0.6252517,-0.0703724,-6.863598,0.002243131,0.7220755,0.02271899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.60565,0.5803276,-0.09583306,-6.735859,0.000993639,0.8076499,-0.001897134,0,-0.624638,-0.0706079,-6.863849,0.002199382,0.722075,0.02308821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.70028,0.5905098,-0.09652382,-6.724826,0.000995815,0.8097124,-0.001463064,0,-0.6244715,-0.07056296,-6.863509,0.002029151,0.7221958,0.02299326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.80458,0.6058989,-0.09768575,-6.709773,0.00098896,0.8123844,-0.0013921,0,-0.6246117,-0.07092172,-6.86361,0.001926392,0.7222036,0.02300292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.90484,0.6219466,-0.09926075,-6.695328,0.000935644,0.8150837,-0.001495214,0,-0.6248767,-0.071154,-6.863449,0.001878947,0.7222139,0.02312463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.00703,0.6397213,-0.1001551,-6.682772,0.000847668,0.8180568,-0.00107276,0,-0.6250998,-0.07077879,-6.863484,0.002247036,0.7223117,0.02286148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
